"date","time","network","text","link","media"
"2026-06-03","07:30","YouTube","Trinta Manhãs · 3/30 · A chaleira que apitou sozinha

Quando o som parou, ela percebeu. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Silencio #Mindfulness","seteveus.space","trinta-manhas-cap-03.mp4"
"2026-06-03","08:30","Facebook","A chaleira começou a apitar.

Ela ficou na cadeira.
Disse a si mesma: agora levanto.

Não se levantou.
A chaleira apitou até parar sozinha.

Cap. 3 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Silencio #Mindfulness","seteveus.space","trinta-manhas-cap-03.mp4"
"2026-06-04","07:30","Instagram","A cadeira do pai estava sempre vazia.

Hoje, sem perceber porquê,
sentou-se nela.

Pensou: descanso quando isto acalmar.
E ficou.

O chá ficou frio.
Ela não.

Cap. 4 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Pais #Descanso","seteveus.space","trinta-manhas-cap-04.mp4"
"2026-06-04","07:30","TikTok","""Descanso quando isto acalmar.""

E ficou na cadeira.

Cap. 4 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Pais #Descanso","seteveus.space","trinta-manhas-cap-04.mp4"
"2026-06-04","07:30","YouTube","Trinta Manhãs · 4/30 · A cadeira vazia

Descansar agora, não depois. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Pais #Descanso","seteveus.space","trinta-manhas-cap-04.mp4"
"2026-06-04","08:30","Facebook","A cadeira do pai estava sempre vazia.

Hoje, sem perceber porquê,
sentou-se nela.

Pensou: descanso quando isto acalmar.
E ficou.

O chá ficou frio.
Ela não.

Cap. 4 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Pais #Descanso","seteveus.space","trinta-manhas-cap-04.mp4"
"2026-06-05","07:30","Instagram","A amiga cancelou.
O outro nunca chegou a confirmar.

Pensou que ia sentir pena.
Não sentiu.

O vazio cheirava a terra molhada.
A vasos por regar. A chuva nova.

Algo ali ia nascer.

Cap. 5 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Solidao #SextaFeira","seteveus.space","trinta-manhas-cap-05.mp4"
"2026-06-05","07:30","TikTok","Os planos caíram.
O vazio cheirava a terra molhada.

Cap. 5 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Solidao #SextaFeira","seteveus.space","trinta-manhas-cap-05.mp4"
"2026-06-05","07:30","YouTube","Trinta Manhãs · 5/30 · O vazio que cheira a chuva

Quando os planos caem. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Solidao #SextaFeira","seteveus.space","trinta-manhas-cap-05.mp4"
"2026-06-05","08:30","Facebook","A amiga cancelou.
O outro nunca chegou a confirmar.

Pensou que ia sentir pena.
Não sentiu.

O vazio cheirava a terra molhada.
A vasos por regar. A chuva nova.

Algo ali ia nascer.

Cap. 5 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Solidao #SextaFeira","seteveus.space","trinta-manhas-cap-05.mp4"
"2026-06-06","07:30","Instagram","A mesma colina ao longe.
Já a tinha visto quatro mil vezes.

Hoje, sem decidir, olhou.

Tinha duas cores.
Uma do sol. Outra da sombra.

A vida não estava depois.
Estava ali.

Cap. 6 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #SabadoDeManha #VidaQuotidiana","seteveus.space","trinta-manhas-cap-06.mp4"
"2026-06-06","07:30","TikTok","A vida não estava depois.
Estava ali.

Cap. 6 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #SabadoDeManha #VidaQuotidiana","seteveus.space","trinta-manhas-cap-06.mp4"
"2026-06-06","07:30","YouTube","Trinta Manhãs · 6/30 · A colina de duas cores

Quatro mil vezes. Hoje, viu. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #SabadoDeManha #VidaQuotidiana","seteveus.space","trinta-manhas-cap-06.mp4"
"2026-06-06","08:30","Facebook","A mesma colina ao longe.
Já a tinha visto quatro mil vezes.

Hoje, sem decidir, olhou.

Tinha duas cores.
Uma do sol. Outra da sombra.

A vida não estava depois.
Estava ali.

Cap. 6 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #SabadoDeManha #VidaQuotidiana","seteveus.space","trinta-manhas-cap-06.mp4"
"2026-06-07","07:30","Instagram","Domingo.
Fez pão pela primeira vez em anos.

As mãos eram quentes.
A massa fria.

Por minutos inteiros,
não estava separada de nada.

Cap. 7 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #PaoCaseiro #Domingo","seteveus.space","trinta-manhas-cap-07.mp4"
"2026-06-07","07:30","TikTok","As mãos e a massa.
A mesma coisa.

Cap. 7 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #PaoCaseiro #Domingo","seteveus.space","trinta-manhas-cap-07.mp4"
"2026-06-07","07:30","YouTube","Trinta Manhãs · 7/30 · As mãos na massa

Domingo. Pão. Silêncio. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #PaoCaseiro #Domingo","seteveus.space","trinta-manhas-cap-07.mp4"
"2026-06-07","08:30","Facebook","Domingo.
Fez pão pela primeira vez em anos.

As mãos eram quentes.
A massa fria.

Por minutos inteiros,
não estava separada de nada.

Cap. 7 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #PaoCaseiro #Domingo","seteveus.space","trinta-manhas-cap-07.mp4"
"2026-06-08","07:30","Instagram","Segunda.
Quatro e treze. Outra vez.

Desta vez não se assustou.

A casa estava igual.
Mas alguma coisa nela
não estava.

Cap. 8 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Insonia #Reparar","seteveus.space","trinta-manhas-cap-08.mp4"
"2026-06-08","07:30","TikTok","Sete dias depois.
Já não se assusta.

Cap. 8 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Insonia #Reparar","seteveus.space","trinta-manhas-cap-08.mp4"
"2026-06-08","07:30","YouTube","Trinta Manhãs · 8/30 · A segunda vez às 4:13

Já não estranha a casa. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Insonia #Reparar","seteveus.space","trinta-manhas-cap-08.mp4"
"2026-06-08","08:30","Facebook","Segunda.
Quatro e treze. Outra vez.

Desta vez não se assustou.

A casa estava igual.
Mas alguma coisa nela
não estava.

Cap. 8 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Insonia #Reparar","seteveus.space","trinta-manhas-cap-08.mp4"
"2026-06-09","07:30","Instagram","Voltou à gaveta.
Tirou a carta.

Demorou três minutos a abrir o envelope.

A última linha dizia:
""espero que tenhas aprendido a parar.""

Dezassete anos depois,
ainda estava a aprender.

Cap. 9 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #CartasDaMae #Heranca","seteveus.space","trinta-manhas-cap-09.mp4"
"2026-06-09","07:30","TikTok","""Espero que tenhas aprendido a parar.""
— Mãe, há 17 anos.

Cap. 9 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #CartasDaMae #Heranca","seteveus.space","trinta-manhas-cap-09.mp4"
"2026-06-09","07:30","YouTube","Trinta Manhãs · 9/30 · A carta aberta

Dezassete anos depois. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #CartasDaMae #Heranca","seteveus.space","trinta-manhas-cap-09.mp4"
"2026-06-09","08:30","Facebook","Voltou à gaveta.
Tirou a carta.

Demorou três minutos a abrir o envelope.

A última linha dizia:
""espero que tenhas aprendido a parar.""

Dezassete anos depois,
ainda estava a aprender.

Cap. 9 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #CartasDaMae #Heranca","seteveus.space","trinta-manhas-cap-09.mp4"
"2026-06-10","07:30","Instagram","A chaleira apitou.
Hoje respirou com ela.

Inspirou na subida.
Expirou na descida.

A cabeça não acalma
quando se manda calar.
Acalma quando se respira ao lado dela.

Cap. 10 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Respiracao #Calma","seteveus.space","trinta-manhas-cap-10.mp4"
"2026-06-10","07:30","TikTok","Respirou ao ritmo da chaleira.
A cabeça acalmou.

Cap. 10 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Respiracao #Calma","seteveus.space","trinta-manhas-cap-10.mp4"
"2026-06-10","07:30","YouTube","Trinta Manhãs · 10/30 · Respirar com a chaleira

Acalma ao lado, não por cima. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Respiracao #Calma","seteveus.space","trinta-manhas-cap-10.mp4"
"2026-06-10","08:30","Facebook","A chaleira apitou.
Hoje respirou com ela.

Inspirou na subida.
Expirou na descida.

A cabeça não acalma
quando se manda calar.
Acalma quando se respira ao lado dela.

Cap. 10 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Respiracao #Calma","seteveus.space","trinta-manhas-cap-10.mp4"
"2026-06-11","07:30","Instagram","Autocarro das 8:14.

Uma mulher mais velha
levanta-se para deixar
um homem cansado sentar.

A gente ainda sabe
descansar uns aos outros.

É a única coisa
que aguenta as cidades.

Cap. 11 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Lisboa #Cidades","seteveus.space","trinta-manhas-cap-11.mp4"
"2026-06-11","07:30","TikTok","Ainda sabemos
descansar uns aos outros.

Cap. 11 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Lisboa #Cidades","seteveus.space","trinta-manhas-cap-11.mp4"
"2026-06-11","07:30","YouTube","Trinta Manhãs · 11/30 · O lugar cedido

O que aguenta as cidades. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Lisboa #Cidades","seteveus.space","trinta-manhas-cap-11.mp4"
"2026-06-11","08:30","Facebook","Autocarro das 8:14.

Uma mulher mais velha
levanta-se para deixar
um homem cansado sentar.

A gente ainda sabe
descansar uns aos outros.

É a única coisa
que aguenta as cidades.

Cap. 11 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Lisboa #Cidades","seteveus.space","trinta-manhas-cap-11.mp4"
"2026-06-12","07:30","Instagram","Mercado ao fim do dia.
Três peras numa banca quase arrumada.

""Leva. São as últimas. Dou-tas.""

Em casa, mordeu uma.
A casca rasgada.
A polpa ainda doce.

As coisas amassadas
continuam doces
se ninguém as deitar fora cedo demais.

Cap. 12 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #MercadoLocal #Vizinhanca","seteveus.space","trinta-manhas-cap-12.mp4"
"2026-06-12","07:30","TikTok","As coisas amassadas
continuam doces.

Cap. 12 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #MercadoLocal #Vizinhanca","seteveus.space","trinta-manhas-cap-12.mp4"
"2026-06-12","07:30","YouTube","Trinta Manhãs · 12/30 · Três peras quase no fim

O que ainda é doce. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #MercadoLocal #Vizinhanca","seteveus.space","trinta-manhas-cap-12.mp4"
"2026-06-12","08:30","Facebook","Mercado ao fim do dia.
Três peras numa banca quase arrumada.

""Leva. São as últimas. Dou-tas.""

Em casa, mordeu uma.
A casca rasgada.
A polpa ainda doce.

As coisas amassadas
continuam doces
se ninguém as deitar fora cedo demais.

Cap. 12 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #MercadoLocal #Vizinhanca","seteveus.space","trinta-manhas-cap-12.mp4"
"2026-06-13","07:30","Instagram","Caminhada longa.
Um homem velho sentado numa pedra.

— Está à espera de quê?
— Não estou à espera. Estou só.

Levou a frase a casa.

Cap. 13 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #Caminhadas #Sabedoria","seteveus.space","trinta-manhas-cap-13.mp4"
"2026-06-13","07:30","TikTok","— Está à espera de quê?
— Não estou à espera. Estou só.

Cap. 13 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #Caminhadas #Sabedoria","seteveus.space","trinta-manhas-cap-13.mp4"
"2026-06-13","07:30","YouTube","Trinta Manhãs · 13/30 · ""Estou só.""

O homem da pedra. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #Caminhadas #Sabedoria","seteveus.space","trinta-manhas-cap-13.mp4"
"2026-06-13","08:30","Facebook","Caminhada longa.
Um homem velho sentado numa pedra.

— Está à espera de quê?
— Não estou à espera. Estou só.

Levou a frase a casa.

Cap. 13 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Horizonte #Caminhadas #Sabedoria","seteveus.space","trinta-manhas-cap-13.mp4"
"2026-06-14","07:30","Instagram","Domingo. Ligou à mãe.

Falaram do tempo.
Da sopa.

— Estou bem, mãe.
— Eu sei, filha.

Dez segundos de silêncio.
Sem sentir o silêncio.

Nada para resolver.
Só presença.

Cap. 14 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Maes #Familia","seteveus.space","trinta-manhas-cap-14.mp4"
"2026-06-14","07:30","TikTok","— Estou bem, mãe.
— Eu sei, filha.

Cap. 14 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Maes #Familia","seteveus.space","trinta-manhas-cap-14.mp4"
"2026-06-14","07:30","YouTube","Trinta Manhãs · 14/30 · A chamada sem motivo

Dez segundos de silêncio. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Maes #Familia","seteveus.space","trinta-manhas-cap-14.mp4"
"2026-06-14","08:30","Facebook","Domingo. Ligou à mãe.

Falaram do tempo.
Da sopa.

— Estou bem, mãe.
— Eu sei, filha.

Dez segundos de silêncio.
Sem sentir o silêncio.

Nada para resolver.
Só presença.

Cap. 14 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Dualidade #Maes #Familia","seteveus.space","trinta-manhas-cap-14.mp4"
"2026-06-15","07:30","Instagram","4:13.
Hoje sem peso.

À janela.
A cidade ainda dormia.

Não estava sozinha.
Estava acordada com a cidade.

Quando o céu aclarou,
percebeu que estava a sorrir.
Sem motivo.

Cap. 15 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Madrugada #Cidade","seteveus.space","trinta-manhas-cap-15.mp4"
"2026-06-15","07:30","TikTok","Não estava sozinha.
Estava acordada com a cidade.

Cap. 15 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Madrugada #Cidade","seteveus.space","trinta-manhas-cap-15.mp4"
"2026-06-15","07:30","YouTube","Trinta Manhãs · 15/30 · A cidade que respira

Metade do caminho. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Madrugada #Cidade","seteveus.space","trinta-manhas-cap-15.mp4"
"2026-06-15","08:30","Facebook","4:13.
Hoje sem peso.

À janela.
A cidade ainda dormia.

Não estava sozinha.
Estava acordada com a cidade.

Quando o céu aclarou,
percebeu que estava a sorrir.
Sem motivo.

Cap. 15 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Permanencia #Madrugada #Cidade","seteveus.space","trinta-manhas-cap-15.mp4"
"2026-06-16","07:30","Instagram","Mensagem de uma amiga antiga.
Seis anos depois.

""Lembras-te?""

Lembrava.

Não respondeu logo.
O coração não tinha fechado.
Só estava a aprender
outra forma de responder.

Cap. 16 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #Amizades #ReencontrarSe","seteveus.space","trinta-manhas-cap-16.mp4"
"2026-06-16","07:30","TikTok","""Lembras-te?""

Lembrava.
Mas hoje respondia diferente.

Cap. 16 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #Amizades #ReencontrarSe","seteveus.space","trinta-manhas-cap-16.mp4"
"2026-06-16","07:30","YouTube","Trinta Manhãs · 16/30 · A mensagem antiga

Outra forma de responder. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #Amizades #ReencontrarSe","seteveus.space","trinta-manhas-cap-16.mp4"
"2026-06-16","08:30","Facebook","Mensagem de uma amiga antiga.
Seis anos depois.

""Lembras-te?""

Lembrava.

Não respondeu logo.
O coração não tinha fechado.
Só estava a aprender
outra forma de responder.

Cap. 16 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Memoria #Amizades #ReencontrarSe","seteveus.space","trinta-manhas-cap-16.mp4"
"2026-06-17","07:30","Instagram","Seis da tarde.
A lista de tarefas: igual.

""Hoje não fiz nada.""

Mas alguma coisa tinha acontecido.
Algures por baixo.

Uma decisão pequena.
Uma frase que não disse.
Um pedido recusado com calma.

Não tudo é lista.

Cap. 17 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Produtividade #Trabalho","seteveus.space","trinta-manhas-cap-17.mp4"
"2026-06-17","07:30","TikTok","""Hoje não fiz nada.""
Mas alguma coisa aconteceu.

Cap. 17 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Produtividade #Trabalho","seteveus.space","trinta-manhas-cap-17.mp4"
"2026-06-17","07:30","YouTube","Trinta Manhãs · 17/30 · Não tudo é lista

O que acontece por baixo. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Produtividade #Trabalho","seteveus.space","trinta-manhas-cap-17.mp4"
"2026-06-17","08:30","Facebook","Seis da tarde.
A lista de tarefas: igual.

""Hoje não fiz nada.""

Mas alguma coisa tinha acontecido.
Algures por baixo.

Uma decisão pequena.
Uma frase que não disse.
Um pedido recusado com calma.

Não tudo é lista.

Cap. 17 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Turbilhao #Produtividade #Trabalho","seteveus.space","trinta-manhas-cap-17.mp4"
"2026-06-18","07:30","Instagram","Saiu à rua sem destino.
Meia hora.

Cumprimentou um cão.
Não entrou no café.

Voltou.

Não fez nada.
E fez tudo.

A diferença não estava no relógio.
Estava em quem voltou.

Cap. 18 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Caminhar #DescansoAtivo","seteveus.space","trinta-manhas-cap-18.mp4"
"2026-06-18","07:30","TikTok","Saiu sem destino.
Voltou sem culpa.

Cap. 18 de 30 · Trinta Manhãs
seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Caminhar #DescansoAtivo","seteveus.space","trinta-manhas-cap-18.mp4"
"2026-06-18","07:30","YouTube","Trinta Manhãs · 18/30 · Meia hora sem destino

Quem voltou. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Caminhar #DescansoAtivo","seteveus.space","trinta-manhas-cap-18.mp4"
"2026-06-18","08:30","Facebook","Saiu à rua sem destino.
Meia hora.

Cumprimentou um cão.
Não entrou no café.

Voltou.

Não fez nada.
E fez tudo.

A diferença não estava no relógio.
Estava em quem voltou.

Cap. 18 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Esforco #Caminhar #DescansoAtivo","seteveus.space","trinta-manhas-cap-18.mp4"
"2026-06-19","07:30","Instagram","Acendeu uma vela velha.

Não rezou.
Não pediu.

Sentou-se em frente.
Ficou até o pavio se apagar.

A paz não vinha depois do choro.
Vinha da presença.

Cap. 19 de 30 · Trinta Manhãs

Continua amanhã. seteveus.space

#TrintaManhas #EscolaDosVeus #ContoDiario #LiteraturaCurta #PortugalLiterario #Desolacao #Luto #Velas","seteveus.space","trinta-manhas-cap-19.mp4"
