"date","time","network","text","link","media"
"2026-06-19","10:30","TikTok","Sabias que... O sol nasce todos os dias como se fosse a primeira vez. Tu também. Confia no teu recomeço.

#fyp #foryou #autoperdao #liberta #recomeço #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0019.mp4"
"2026-06-20","10:00","Instagram","Sabias que...

A folha solta-se do ramo sem drama. O ramo agradece. Tu também. Confia no teu soltar.

Vivianne dos Santos · seteveus.space

.
.
.

#autoperdao #liberta #recomeço #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0020.mp4"
"2026-06-20","10:30","TikTok","Sabias que... A folha solta-se do ramo sem drama. O ramo agradece. Tu também. Confia no teu soltar.

#fyp #foryou #autoperdao #liberta #recomeço #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0020.mp4"
"2026-06-21","10:00","Instagram","Sabias que...

O lótus aprendeu a florescer na lama. Tu também sabes. Confia no teu tempo.

Vivianne dos Santos · seteveus.space

.
.
.

#florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0021.mp4"
"2026-06-21","10:30","TikTok","Sabias que... O lótus aprendeu a florescer na lama. Tu também sabes. Confia no teu tempo.

#fyp #foryou #florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0021.mp4"
"2026-06-22","10:00","Instagram","Sabias que...

O jacarandá floresce quando as outras árvores descansam. Tu também. Confia no teu calendário.

Vivianne dos Santos · seteveus.space

.
.
.

#florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0022.mp4"
"2026-06-22","10:30","TikTok","Sabias que... O jacarandá floresce quando as outras árvores descansam. Tu também. Confia no teu calendário.

#fyp #foryou #florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0022.mp4"
"2026-06-23","10:00","Instagram","Sabias que...

O cogumelo germina no escuro antes de aparecer à superfície. Tu também. Confia no que se prepara.

Vivianne dos Santos · seteveus.space

.
.
.

#florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0023.mp4"
"2026-06-23","10:30","TikTok","Sabias que... O cogumelo germina no escuro antes de aparecer à superfície. Tu também. Confia no que se prepara.

#fyp #foryou #florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0023.mp4"
"2026-06-24","10:00","Instagram","Sabias que...

A manga verde espera o sol sem forçar a cor. Tu também. Confia no teu amadurecer.

Vivianne dos Santos · seteveus.space

.
.
.

#florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0024.mp4"
"2026-06-24","10:30","TikTok","Sabias que... A manga verde espera o sol sem forçar a cor. Tu também. Confia no teu amadurecer.

#fyp #foryou #florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0024.mp4"
"2026-06-25","10:00","Instagram","Sabias que...

A rosa não força as pétalas. Abre quando a seiva chega. Tu também. Confia no teu momento.

Vivianne dos Santos · seteveus.space

.
.
.

#florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0025.mp4"
"2026-06-25","10:30","TikTok","Sabias que... A rosa não força as pétalas. Abre quando a seiva chega. Tu também. Confia no teu momento.

#fyp #foryou #florescer #lotusflower #lotus #paciencia #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0025.mp4"
"2026-06-26","10:00","Instagram","Sabias que...

O cacto guarda água para quando o deserto endurece. Tu também. Confia na tua reserva.

Vivianne dos Santos · seteveus.space

.
.
.

#presenca #mindfulness #aquiagora #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0026.mp4"
"2026-06-26","10:30","TikTok","Sabias que... O cacto guarda água para quando o deserto endurece. Tu também. Confia na tua reserva.

#fyp #foryou #presenca #mindfulness #aquiagora #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0026.mp4"
"2026-06-27","10:00","Instagram","Sabias que...

A névoa levanta-se sem ser empurrada. Tu também. Confia no teu despertar.

Vivianne dos Santos · seteveus.space

.
.
.

#presenca #mindfulness #aquiagora #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0027.mp4"
"2026-06-27","10:30","TikTok","Sabias que... A névoa levanta-se sem ser empurrada. Tu também. Confia no teu despertar.

#fyp #foryou #presenca #mindfulness #aquiagora #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0027.mp4"
"2026-06-28","10:00","Instagram","Sabias que...

A libélula paira sem peso sobre a água parada. Tu também. Confia na tua leveza.

Vivianne dos Santos · seteveus.space

.
.
.

#presenca #mindfulness #aquiagora #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0028.mp4"
"2026-06-28","10:30","TikTok","Sabias que... A libélula paira sem peso sobre a água parada. Tu também. Confia na tua leveza.

#fyp #foryou #presenca #mindfulness #aquiagora #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0028.mp4"
"2026-06-29","10:00","Instagram","Sabias que...

O caracol chega sempre, mesmo sem pressa. Tu também sabes. Confia no teu ritmo.

Vivianne dos Santos · seteveus.space

.
.
.

#presenca #mindfulness #aquiagora #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0029.mp4"
"2026-06-29","10:30","TikTok","Sabias que... O caracol chega sempre, mesmo sem pressa. Tu também sabes. Confia no teu ritmo.

#fyp #foryou #presenca #mindfulness #aquiagora #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0029.mp4"
"2026-06-30","10:00","Instagram","Sabias que...

A primeira luz da manhã não pede permissão para entrar. Tu também. Confia no teu brilho.

Vivianne dos Santos · seteveus.space

.
.
.

#beleza #poesiadavida #manhã #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0030.mp4"
"2026-06-30","10:30","TikTok","Sabias que... A primeira luz da manhã não pede permissão para entrar. Tu também. Confia no teu brilho.

#fyp #foryou #beleza #poesiadavida #manhã #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0030.mp4"
"2026-07-01","10:00","Instagram","Sabias que...

A tartaruga recolhe-se para depois avançar. Tu também sabes. Confia no teu regresso.

Vivianne dos Santos · seteveus.space

.
.
.

#corpo #respiracao #embodiment #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0031.mp4"
"2026-07-01","10:30","TikTok","Sabias que... A tartaruga recolhe-se para depois avançar. Tu também sabes. Confia no teu regresso.

#fyp #foryou #corpo #respiracao #embodiment #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0031.mp4"
"2026-07-02","10:00","Instagram","Sabias que...

A gota de orvalho vive uma manhã inteira e basta-lhe. Tu também. Confia no agora.

Vivianne dos Santos · seteveus.space

.
.
.

#presenca #mindfulness #aquiagora #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0032.mp4"
"2026-07-02","10:30","TikTok","Sabias que... A gota de orvalho vive uma manhã inteira e basta-lhe. Tu também. Confia no agora.

#fyp #foryou #presenca #mindfulness #aquiagora #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0032.mp4"
"2026-07-03","10:00","Instagram","Sabias que...

O bambu verga-se ao vento e não parte. Tu também. Confia na tua flexibilidade.

Vivianne dos Santos · seteveus.space

.
.
.

#suavidade #descanso #equilibrio #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0033.mp4"
"2026-07-03","10:30","TikTok","Sabias que... O bambu verga-se ao vento e não parte. Tu também. Confia na tua flexibilidade.

#fyp #foryou #suavidade #descanso #equilibrio #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0033.mp4"
"2026-07-04","10:00","Instagram","Sabias que...

A terra descansa no inverno e ninguém a chama de preguiçosa. Tu também. Confia no teu descanso.

Vivianne dos Santos · seteveus.space

.
.
.

#suavidade #descanso #equilibrio #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0034.mp4"
"2026-07-04","10:30","TikTok","Sabias que... A terra descansa no inverno e ninguém a chama de preguiçosa. Tu também. Confia no teu descanso.

#fyp #foryou #suavidade #descanso #equilibrio #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0034.mp4"
"2026-07-05","10:00","Instagram","Sabias que...

O salgueiro inclina-se até à água sem se partir. Tu também. Confia na tua cedência.

Vivianne dos Santos · seteveus.space

.
.
.

#suavidade #descanso #equilibrio #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0035.mp4"
"2026-07-05","10:30","TikTok","Sabias que... O salgueiro inclina-se até à água sem se partir. Tu também. Confia na tua cedência.

#fyp #foryou #suavidade #descanso #equilibrio #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0035.mp4"
"2026-07-06","10:00","Instagram","Sabias que...

O musgo cresce devagar e cobre a pedra inteira. Tu também. Confia na tua suavidade.

Vivianne dos Santos · seteveus.space

.
.
.

#suavidade #descanso #equilibrio #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0036.mp4"
"2026-07-06","10:30","TikTok","Sabias que... O musgo cresce devagar e cobre a pedra inteira. Tu também. Confia na tua suavidade.

#fyp #foryou #suavidade #descanso #equilibrio #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0036.mp4"
"2026-07-07","10:00","Instagram","Sabias que...

O lago parado reflete o céu inteiro. Tu também. Confia na tua quietude.

Vivianne dos Santos · seteveus.space

.
.
.

#suavidade #descanso #equilibrio #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0037.mp4"
"2026-07-07","10:30","TikTok","Sabias que... O lago parado reflete o céu inteiro. Tu também. Confia na tua quietude.

#fyp #foryou #suavidade #descanso #equilibrio #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0037.mp4"
"2026-07-08","10:00","Instagram","Sabias que...

A planta rega-se antes de dar flor. Tu também. Confia no que te sustenta.

Vivianne dos Santos · seteveus.space

.
.
.

#suavidade #descanso #equilibrio #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0038.mp4"
"2026-07-08","10:30","TikTok","Sabias que... A planta rega-se antes de dar flor. Tu também. Confia no que te sustenta.

#fyp #foryou #suavidade #descanso #equilibrio #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0038.mp4"
"2026-07-09","10:00","Instagram","Sabias que...

O carvalho nasce de uma bolota que ninguém viu cair. Tu também. Confia no teu começo.

Vivianne dos Santos · seteveus.space

.
.
.

#sonhar #manifestar #raizes #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0039.mp4"
"2026-07-09","10:30","TikTok","Sabias que... O carvalho nasce de uma bolota que ninguém viu cair. Tu também. Confia no teu começo.

#fyp #foryou #sonhar #manifestar #raizes #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0039.mp4"
"2026-07-10","10:00","Instagram","Sabias que...

O coral cresce um milímetro por ano e constrói recifes. Tu também. Confia na tua raiz.

Vivianne dos Santos · seteveus.space

.
.
.

#sonhar #manifestar #raizes #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0040.mp4"
"2026-07-10","10:30","TikTok","Sabias que... O coral cresce um milímetro por ano e constrói recifes. Tu também. Confia na tua raiz.

#fyp #foryou #sonhar #manifestar #raizes #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0040.mp4"
"2026-07-11","10:00","Instagram","Sabias que...

O riacho não hesita diante da curva. Tu também. Confia no teu percurso.

Vivianne dos Santos · seteveus.space

.
.
.

#confianca #fé #fluir #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0041.mp4"
"2026-07-11","10:30","TikTok","Sabias que... O riacho não hesita diante da curva. Tu também. Confia no teu percurso.

#fyp #foryou #confianca #fé #fluir #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0041.mp4"
"2026-07-12","10:00","Instagram","Sabias que...

Os teus sonhos têm raízes, não asas que fogem. Plantam-se em ti, e crescem com calma.

Vivianne dos Santos · seteveus.space

.
.
.

#sonhar #manifestar #raizes #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0042.mp4"
"2026-07-12","10:30","TikTok","Sabias que... Os teus sonhos têm raízes, não asas que fogem. Plantam-se em ti, e crescem com calma.

#fyp #foryou #sonhar #manifestar #raizes #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0042.mp4"
"2026-07-13","10:00","Instagram","Sabias que...

Visualiza, ao acordar, a vida que queres habitar. Depois, faz uma coisa em direcção a ela.

Vivianne dos Santos · seteveus.space

.
.
.

#sonhar #manifestar #raizes #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0043.mp4"
"2026-07-13","10:30","TikTok","Sabias que... Visualiza, ao acordar, a vida que queres habitar. Depois, faz uma coisa em direcção a ela.

#fyp #foryou #sonhar #manifestar #raizes #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0043.mp4"
"2026-07-14","10:00","Instagram","Sabias que...

O que te chama com ternura é, quase sempre, o caminho mais verdadeiro.

Vivianne dos Santos · seteveus.space

.
.
.

#sonhar #manifestar #raizes #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0044.mp4"
"2026-07-14","10:30","TikTok","Sabias que... O que te chama com ternura é, quase sempre, o caminho mais verdadeiro.

#fyp #foryou #sonhar #manifestar #raizes #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0044.mp4"
"2026-07-15","10:00","Instagram","Sabias que...

Aceita-te inteira hoje: luz e sombra, certeza e dúvida. Tudo cabe em ti.

Vivianne dos Santos · seteveus.space

.
.
.

#inteireza #integridade #unidade #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0045.mp4"
"2026-07-15","10:30","TikTok","Sabias que... Aceita-te inteira hoje: luz e sombra, certeza e dúvida. Tudo cabe em ti.

#fyp #foryou #inteireza #integridade #unidade #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0045.mp4"
"2026-07-16","10:00","Instagram","Sabias que...

Não tens de escolher entre seres forte e seres frágil. Podes ser ambas, e bonita.

Vivianne dos Santos · seteveus.space

.
.
.

#inteireza #integridade #unidade #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0046.mp4"
"2026-07-16","10:30","TikTok","Sabias que... Não tens de escolher entre seres forte e seres frágil. Podes ser ambas, e bonita.

#fyp #foryou #inteireza #integridade #unidade #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0046.mp4"
"2026-07-17","10:00","Instagram","Sabias que...

A tua complexidade não é defeito. É riqueza, como um jardim com muitas espécies.

Vivianne dos Santos · seteveus.space

.
.
.

#inteireza #integridade #unidade #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0047.mp4"
"2026-07-17","10:30","TikTok","Sabias que... A tua complexidade não é defeito. É riqueza, como um jardim com muitas espécies.

#fyp #foryou #inteireza #integridade #unidade #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0047.mp4"
"2026-07-18","10:00","Instagram","Sabias que...

Honra os teus opostos. É na união deles que mora a tua paz.

Vivianne dos Santos · seteveus.space

.
.
.

#inteireza #integridade #unidade #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0048.mp4"
"2026-07-18","10:30","TikTok","Sabias que... Honra os teus opostos. É na união deles que mora a tua paz.

#fyp #foryou #inteireza #integridade #unidade #viviannedossantos #seteveus #manhãs #moçambique","","vsq-0048.mp4"
"2026-07-19","10:00","Instagram","Sabias que...

Podes amar e, ainda assim, afastar-te. Ambas as verdades cabem em ti.

Vivianne dos Santos · seteveus.space

.
.
.

#inteireza #integridade #unidade #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade #moçambique #maputo","","vsq-0049.mp4"
